date,id
2014-03-08 00:00:00,0
2014-05-21 00:00:00,1
2014-03-14 00:00:00,2
2014-04-09 00:00:00,2
2014-05-21 00:00:00,2
2014-06-08 00:00:00,2
2014-06-30 00:00:00,2
2014-07-31 00:00:00,2
2014-08-03 00:00:00,2
2014-08-06 00:00:00,3
2014-07-01 00:00:00,4
2014-07-04 00:00:00,4
2014-07-10 00:00:00,4
2014-04-24 00:00:00,5
2014-07-10 00:00:00,5
2014-08-03 00:00:00,6
2014-02-18 00:00:00,7
2014-02-18 00:00:00,7
2014-02-19 00:00:00,7
2014-05-31 00:00:00,8
2014-08-19 00:00:00,8
2014-02-25 00:00:00,9
2014-02-26 00:00:00,9
2014-05-03 00:00:00,10
2014-03-18 00:00:00,11
2014-03-23 00:00:00,11
2014-03-25 00:00:00,11
2014-03-29 00:00:00,11
2014-03-29 00:00:00,11
2014-03-30 00:00:00,11
2014-03-11 00:00:00,12
2014-02-22 00:00:00,13
2014-02-22 00:00:00,13
2014-05-12 00:00:00,14
2014-05-14 00:00:00,14
2014-05-31 00:00:00,14
2014-07-11 00:00:00,15
2014-03-19 00:00:00,16
2014-04-24 00:00:00,17
2014-04-28 00:00:00,17
2014-05-13 00:00:00,17
2014-05-17 00:00:00,17
2014-04-27 00:00:00,18
2014-05-06 00:00:00,18
2014-06-22 00:00:00,19
2014-07-10 00:00:00,19
2014-07-25 00:00:00,20
2014-09-24 00:00:00,20
2014-10-29 00:00:00,20
2014-03-01 00:00:00,21
2014-03-08 00:00:00,21
2014-03-08 00:00:00,21
2014-05-17 00:00:00,22
2014-07-24 00:00:00,22
2014-09-02 00:00:00,22
2014-09-16 00:00:00,22
2014-09-19 00:00:00,22
2014-06-14 00:00:00,23
2014-03-02 00:00:00,24
2014-02-05 00:00:00,25
2014-04-01 00:00:00,26
2014-05-17 00:00:00,27
2014-02-26 00:00:00,28
2014-07-30 00:00:00,29
2014-07-31 00:00:00,29
2014-08-04 00:00:00,29
2014-08-06 00:00:00,29
2014-08-14 00:00:00,29
2014-05-16 00:00:00,30
2014-06-01 00:00:00,30
2014-06-12 00:00:00,30
2014-02-17 00:00:00,31
2014-02-21 00:00:00,31
2014-03-24 00:00:00,32
2014-03-24 00:00:00,32
2014-06-13 00:00:00,33
2014-07-07 00:00:00,33
2014-07-17 00:00:00,33
2014-08-04 00:00:00,33
2014-08-21 00:00:00,33
2014-01-23 00:00:00,34
2014-06-30 00:00:00,35
2014-07-03 00:00:00,35
2014-07-03 00:00:00,35
2014-07-12 00:00:00,35
2014-07-16 00:00:00,35
2014-07-17 00:00:00,35
2014-07-21 00:00:00,35
2014-08-01 00:00:00,35
2014-08-07 00:00:00,35
2014-09-07 00:00:00,35
2014-09-08 00:00:00,35
2014-09-24 00:00:00,35
2014-10-09 00:00:00,35
2014-10-16 00:00:00,35
2014-10-26 00:00:00,35
2014-10-29 00:00:00,35
2014-11-02 00:00:00,35
2014-11-14 00:00:00,35
2014-02-18 00:00:00,36
2014-02-27 00:00:00,36
2014-02-28 00:00:00,36
2014-03-06 00:00:00,36
2014-03-13 00:00:00,36
2014-01-24 00:00:00,37
2014-03-04 00:00:00,38
2014-06-08 00:00:00,39
2014-03-19 00:00:00,40
2014-08-16 00:00:00,41
2014-08-17 00:00:00,41
2014-08-21 00:00:00,41
2014-08-22 00:00:00,41
2014-05-20 00:00:00,42
2014-05-29 00:00:00,43
2014-08-11 00:00:00,44
2014-08-23 00:00:00,44
2014-08-25 00:00:00,44
2014-08-28 00:00:00,44
2014-05-01 00:00:00,45
2014-05-19 00:00:00,45
2014-05-15 00:00:00,46
2014-01-04 00:00:00,47
2014-01-06 00:00:00,47
2014-01-10 00:00:00,47
2014-04-30 00:00:00,48
2014-05-12 00:00:00,48
2014-08-05 00:00:00,49
2014-08-08 00:00:00,49
2014-01-18 00:00:00,50
2014-01-31 00:00:00,50
2014-02-04 00:00:00,50
2014-02-16 00:00:00,50
2014-07-08 00:00:00,51
2014-01-02 00:00:00,52
2014-01-10 00:00:00,53
2014-04-27 00:00:00,54
2014-05-25 00:00:00,55
2014-06-01 00:00:00,55
2014-04-13 00:00:00,56
2014-04-18 00:00:00,56
2014-05-30 00:00:00,56
2014-07-28 00:00:00,56
2014-06-05 00:00:00,57
2014-06-10 00:00:00,58
2014-06-10 00:00:00,58
2014-05-30 00:00:00,59
2014-05-31 00:00:00,59
2014-06-07 00:00:00,59
2014-06-10 00:00:00,59
2014-06-13 00:00:00,59
2014-06-17 00:00:00,59
2014-06-19 00:00:00,59
2014-06-28 00:00:00,59
2014-07-07 00:00:00,59
2014-05-31 00:00:00,60
2014-05-17 00:00:00,61
2014-07-02 00:00:00,62
2014-07-10 00:00:00,62
2014-08-31 00:00:00,63
2014-05-12 00:00:00,64
2014-01-09 00:00:00,65
2014-01-12 00:00:00,65
2014-01-12 00:00:00,65
2014-03-07 00:00:00,66
2014-03-12 00:00:00,66
2014-03-14 00:00:00,66
2014-04-07 00:00:00,66
2014-04-10 00:00:00,66
2014-04-19 00:00:00,66
2014-01-09 00:00:00,67
2014-01-12 00:00:00,67
2014-07-18 00:00:00,68
2014-07-19 00:00:00,68
2014-07-18 00:00:00,69
2014-02-09 00:00:00,70
2014-02-11 00:00:00,70
2014-02-15 00:00:00,70
2014-02-16 00:00:00,70
2014-02-18 00:00:00,70
2014-02-21 00:00:00,70
2014-02-25 00:00:00,70
2014-03-02 00:00:00,70
2014-03-03 00:00:00,70
2014-03-05 00:00:00,70
2014-03-06 00:00:00,70
2014-03-10 00:00:00,70
2014-03-11 00:00:00,70
2014-03-13 00:00:00,70
2014-03-14 00:00:00,70
2014-03-16 00:00:00,70
2014-03-19 00:00:00,70
2014-03-19 00:00:00,70
2014-05-26 00:00:00,71
2014-02-27 00:00:00,72
2014-06-28 00:00:00,73
2014-01-16 00:00:00,74
2014-01-19 00:00:00,74
2014-01-21 00:00:00,74
2014-01-23 00:00:00,74
2014-01-31 00:00:00,74
2014-02-03 00:00:00,74
2014-02-03 00:00:00,74
2014-02-04 00:00:00,74
2014-02-11 00:00:00,74
2014-02-15 00:00:00,74
2014-07-17 00:00:00,75
2014-07-19 00:00:00,75
2014-01-09 00:00:00,76
2014-04-22 00:00:00,76
2014-04-23 00:00:00,77
2014-01-23 00:00:00,78
2014-03-31 00:00:00,79
2014-04-02 00:00:00,79
2014-06-28 00:00:00,80
2014-06-11 00:00:00,81
2014-06-25 00:00:00,81
2014-07-13 00:00:00,82
2014-07-14 00:00:00,82
2014-03-24 00:00:00,83
2014-03-24 00:00:00,83
2014-03-30 00:00:00,84
2014-04-18 00:00:00,84
2014-05-23 00:00:00,84
2014-10-02 00:00:00,84
2014-10-12 00:00:00,84
2014-11-13 00:00:00,84
2014-01-15 00:00:00,85
2014-01-19 00:00:00,85
2014-01-21 00:00:00,85
2014-01-23 00:00:00,85
2014-04-25 00:00:00,86
2014-04-26 00:00:00,86
2014-04-26 00:00:00,86
2014-01-27 00:00:00,87
2014-03-02 00:00:00,87
2014-04-12 00:00:00,88
2014-05-05 00:00:00,88
2014-07-05 00:00:00,88
2014-07-22 00:00:00,88
2014-10-14 00:00:00,88
2014-11-01 00:00:00,88
2014-12-11 00:00:00,88
2014-12-22 00:00:00,88
2014-04-29 00:00:00,89
2014-05-05 00:00:00,89
2014-07-24 00:00:00,90
2014-08-27 00:00:00,90
2014-01-22 00:00:00,91
2014-03-27 00:00:00,91
2014-04-29 00:00:00,92
2014-07-19 00:00:00,93
2014-03-11 00:00:00,94
2014-03-24 00:00:00,95
2014-03-30 00:00:00,96
2014-07-24 00:00:00,97
2014-06-20 00:00:00,98
2014-06-20 00:00:00,98
2014-06-22 00:00:00,98
2014-06-28 00:00:00,98
2014-07-02 00:00:00,98
2014-03-23 00:00:00,99
2014-05-20 00:00:00,99
2014-03-27 00:00:00,100
2014-04-01 00:00:00,100
2014-08-10 00:00:00,101
2014-08-05 00:00:00,102
2014-08-09 00:00:00,102
2014-08-16 00:00:00,102
2014-08-19 00:00:00,102
2014-08-21 00:00:00,102
2014-08-22 00:00:00,102
2014-08-24 00:00:00,102
2014-08-25 00:00:00,102
2014-08-27 00:00:00,102
2014-07-31 00:00:00,103
2014-05-11 00:00:00,104
2014-08-09 00:00:00,105
2014-05-11 00:00:00,106
2014-08-15 00:00:00,107
2014-03-01 00:00:00,108
2014-03-26 00:00:00,109
2014-08-20 00:00:00,110
2014-09-18 00:00:00,110
2014-09-29 00:00:00,110
2014-10-19 00:00:00,110
2014-10-31 00:00:00,110
2014-11-01 00:00:00,110
2014-11-10 00:00:00,110
2014-11-10 00:00:00,110
2014-11-24 00:00:00,110
2014-12-16 00:00:00,110
2014-12-25 00:00:00,110
2014-12-30 00:00:00,110
2014-03-05 00:00:00,111
2014-07-21 00:00:00,112
2014-07-22 00:00:00,112
2014-07-31 00:00:00,112
2014-08-02 00:00:00,112
2014-08-18 00:00:00,112
2014-08-28 00:00:00,112
2014-08-29 00:00:00,112
2014-09-10 00:00:00,112
2014-09-24 00:00:00,112
2014-10-25 00:00:00,112
2014-11-03 00:00:00,112
2014-11-17 00:00:00,112
2014-11-26 00:00:00,112
2014-07-13 00:00:00,113
2014-03-23 00:00:00,114
2014-01-11 00:00:00,115
2014-02-05 00:00:00,116
2014-05-16 00:00:00,117
2014-05-17 00:00:00,117
2014-05-20 00:00:00,117
2014-05-22 00:00:00,117
2014-05-23 00:00:00,117
2014-07-28 00:00:00,118
2014-07-29 00:00:00,118
2014-08-06 00:00:00,118
2014-08-10 00:00:00,118
2014-08-11 00:00:00,118
2014-08-12 00:00:00,118
2014-08-14 00:00:00,118
2014-08-19 00:00:00,118
2014-08-20 00:00:00,118
2014-08-26 00:00:00,118
2014-09-07 00:00:00,118
2014-09-07 00:00:00,118
2014-09-07 00:00:00,118
2014-09-21 00:00:00,118
2014-06-24 00:00:00,119
2014-06-25 00:00:00,119
2014-06-29 00:00:00,119
2014-07-26 00:00:00,120
2014-01-05 00:00:00,121
2014-01-21 00:00:00,121
2014-07-25 00:00:00,122
2014-05-16 00:00:00,123
2014-05-16 00:00:00,123
2014-01-23 00:00:00,124
2014-01-24 00:00:00,124
2014-04-27 00:00:00,125
2014-08-10 00:00:00,125
2014-09-12 00:00:00,125
2014-03-26 00:00:00,126
2014-03-28 00:00:00,126
2014-04-01 00:00:00,126
2014-04-08 00:00:00,126
2014-06-22 00:00:00,127
2014-04-27 00:00:00,128
2014-04-21 00:00:00,129
2014-08-24 00:00:00,130
2014-07-24 00:00:00,131
2014-07-25 00:00:00,131
2014-06-07 00:00:00,132
2014-06-07 00:00:00,132
2014-08-31 00:00:00,133
2014-09-01 00:00:00,133
2014-07-27 00:00:00,134
2014-07-29 00:00:00,134
2014-08-01 00:00:00,134
2014-08-15 00:00:00,134
2014-08-17 00:00:00,134
2014-08-26 00:00:00,134
2014-08-30 00:00:00,134
2014-09-03 00:00:00,134
2014-09-17 00:00:00,134
2014-09-19 00:00:00,134
2014-09-27 00:00:00,134
2014-10-03 00:00:00,134
2014-10-04 00:00:00,134
2014-10-09 00:00:00,134
2014-10-13 00:00:00,134
2014-10-21 00:00:00,134
2014-10-25 00:00:00,134
2014-10-31 00:00:00,134
2014-11-19 00:00:00,134
2014-11-21 00:00:00,134
2014-12-05 00:00:00,134
2014-08-27 00:00:00,135
2014-08-27 00:00:00,135
2014-08-28 00:00:00,135
2014-08-21 00:00:00,136
2014-08-30 00:00:00,136
2014-03-14 00:00:00,137
2014-03-16 00:00:00,137
2014-06-04 00:00:00,138
2014-06-14 00:00:00,139
2014-06-16 00:00:00,139
2014-06-17 00:00:00,139
2014-06-19 00:00:00,139
2014-02-07 00:00:00,140
2014-08-26 00:00:00,141
2014-04-27 00:00:00,142
2014-05-02 00:00:00,142
2014-05-07 00:00:00,142
2014-05-14 00:00:00,142
2014-05-19 00:00:00,142
2014-05-20 00:00:00,142
2014-05-23 00:00:00,142
2014-05-24 00:00:00,142
2014-05-28 00:00:00,142
2014-06-05 00:00:00,142
2014-06-06 00:00:00,142
2014-06-06 00:00:00,142
2014-06-06 00:00:00,142
2014-06-06 00:00:00,142
2014-06-08 00:00:00,142
2014-06-12 00:00:00,142
2014-06-13 00:00:00,142
2014-06-14 00:00:00,142
2014-06-17 00:00:00,142
2014-06-18 00:00:00,142
2014-06-19 00:00:00,142
